company_name,security_name,company_url,trading_code,scrip_code,isin,last_trading_price,last_trading_yield,closing_price,last_update,days_range,change_prev,change_next,days_value,fiftytwo_weeks_moving_range,opening_price,days_volume,adjusted_opening_price,days_trade,yesterday_closing_price,market_capitalization,remaining_maturity,issuer,tenure,issue_date,cupon_rate,debut_trading_date_basic,cupon_frequency,maturity_date,security_catagory,electronic_share_basic,year_basis,authorized_capital,debut_trading_date,paid_up_capital,type_of_instrument,face_par_value,market_lot,total_outstanding_security,sector,address_head_office,address_factory,address_issuer,concern_department,contact_phone,fax,email,web,company_secretary_name,secretary_cell_no,secretary_telephone_no,secratary_email,listing_year,market_catagory,electronic_share,share_holding_percent_1,sponsor_or_director_1,govt_1,institute_1,foreign_1,public_1,share_holding_percent_2,sponsor_or_director_2,govt_2,institute_2,foreign_2,public_2,share_holding_percent_3,sponsor_or_director_3,govt_3,institute_3,foreign_3,public_3,remarks
Janata Insurance Company Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=JANATAINS,JANATAINS,25706,N/A,29.60,N/A,29.60,3:10 PM,29.60 - 29.60,0,0.00%,0.02,28.40 - 50.80,29.60,586.00,29.60,4,29.60,"1,379.890",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00",N/A,466.18,Equity,10.0,1,"46,617,913",Insurance,"GA-95/D Link Road, Middle Badda, Gulshan-1, Dhaka-1212",N/A,N/A,N/A,"02-222262181-82, Ext. 112",N/A,share@jiclbd.com,http://www.jiclbd.com,Mr. Md. Ahsan Habib,+88 01741 897 767,222296183 02-222262181-82 Extn. 112,cs@jiclbd.com,1994,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",39.05,0.00,5.36,0.00,55.59,"Share Holding Percentage
                    [as on Sep 30, 2022]",39.05,0.00,9.96,0.00,50.99,"Share Holding Percentage
                    [as on Oct 31, 2022]",39.05,0.00,10.92,0.00,50.03,N/A
JMI Hospital Requisite Manufacturing Limited,N/A,https://www.dsebd.org/displayCompany.php?name=JHRML,JHRML,99644,N/A,73.80,N/A,73.80,3:10 PM,73.10 - 75.40,0.5,0.68%,70.67,22.00 - 142.80,73.30,"950,522.00",73.30,"2,417",73.30,"9,184.059",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,000.00","31 Mar, 2022","1,252.94",Equity,10.0,1,"125,294,120",Pharmaceuticals & Chemicals,"Holdings # 72/C, Progoti Shoroni, Middle Badda, Dhaka-1212",N/A,N/A,N/A,+88-02-55138723-24,+88-02-55138725,cs@jhrml-bd.com,http://www.jhrml-bd.com,Md. Safiqur Rahaman FCS,01777742569,N/A,cs@jhrml-bd.com,2022,N,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",32.32,0.00,39.23,0.00,28.45,"Share Holding Percentage
                    [as on Sep 30, 2022]",32.32,0.00,42.22,0.00,25.46,"Share Holding Percentage
                    [as on Oct 31, 2022]",32.32,0.00,40.35,0.00,27.33,N/A
JMI Syringes & Medical Devices Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=JMISMDL,JMISMDL,18487,N/A,255.50,N/A,255.50,3:10 PM,255.50 - 255.50,0,0.00%,0.21,255.50 - 549.50,255.50,801.00,255.50,18,255.50,"5,646.550",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00","19 Jun, 2013",221.00,Equity,10.0,1,"22,100,000",Pharmaceuticals & Chemicals,"Corporate Office: Unique Heights, Level-11, 117, Kazi Nazrul Islam Avenue, Ramna, Dhaka-1217, Registered Office: 72/C, Progoti Shoroni, Middle Badda, Dhaka-1212,","Noapara, Rajendrapur, Chauddagram, Cumilla, Bangladesh",N/A,N/A,"55138723, 55138724, '8170681-5","55138725, 8170686",info@jmisyringe.com,http://www.jmisyringe.com,Muhammad Tarek Hossain Khan,+88 01777 742 344,"55138723, 55138724 Ext no. 307",tarek@jmigroup-bd.com,2013,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",79.65,0.00,5.51,0.00,14.84,"Share Holding Percentage
                    [as on Sep 30, 2022]",79.65,0.00,5.60,0.00,14.75,"Share Holding Percentage
                    [as on Oct 31, 2022]",79.65,0.00,3.82,0.00,16.53,"1. TK 384,641,109 Revaluation Reserve has been added to Reserve & Surplus."
Jute Spinners Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=JUTESPINN,JUTESPINN,16355,N/A,240.00,N/A,242.00,3:10 PM,231.20 - 258.00,-9.2,-3.69%,3.40,110.00 - 289.90,249.40,"13,909.00",249.20,287,249.20,423.640,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.00,N/A,17.00,Equity,10.0,1,"1,700,000",Jute,"House No: 64, Road No: 12/A, Dhanmondi R/A, Dhaka- 1209.","BSCIC Industrial Estate, Shiromoni, Khulna",N/A,N/A,"880-2-8129149, 8113202, 8130463",88 - 02 - 8111650,shams@dhaka.agni.com,,A.T.M. Mostafa,+88 01713 431 772,N/A,jutespinnersltd@gmail.com,1984,Z,Y,"Share Holding Percentage
                    [as on Jun 30, 2016 (year ended)]",39.82,0.00,24.25,0.00,35.93,"Share Holding Percentage
                    [as on Sep 30, 2022]",39.82,0.00,23.20,0.00,36.98,"Share Holding Percentage
                    [as on Oct 31, 2022]",39.82,0.00,23.20,0.00,36.98,N/A
Karnaphuli Insurance Company Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=KARNAPHULI,KARNAPHULI,25710,N/A,28.60,N/A,28.60,3:10 PM,28.60 - 28.80,0,0.00%,2.16,27.80 - 44.70,28.60,"75,373.00",28.60,94,28.60,"1,283.457",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,600.00,N/A,448.76,Equity,10.0,1,"44,876,114",Insurance,"Meghna Life-Karnaphuli Bima Bhaban (13-14 floor), 11/B & D, Toyenbee Circular Road, Motijheel C/A, Dhaka - 1000",N/A,N/A,N/A,"0223384808, 0223384809",88-02-9555802,kiclshare@yahoo.com,http://www.kiclbd.com,Mrs. F. J. M. Hafiza Sultana,+88 01911 263 981,9569043 (Direct),Hafizasultana0102@gmail.com,1995,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",30.85,0.00,2.48,0.00,66.67,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.85,0.00,1.84,0.00,67.31,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.85,0.00,11.46,0.00,57.69,N/A
Kay & Que (Bangladesh) Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=KAY&QUE,KAY&QUE,13222,N/A,272.70,N/A,270.10,3:10 PM,270.00 - 276.00,0.7,0.26%,3.61,227.00 - 327.00,276.00,"13,249.00",272.00,183,272.00,"1,400.163",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00",N/A,51.48,Equity,10.0,1,"5,147,657",Engineering,"Anchor Towerrnrn108, Bir Uttam C. R. Datta RoadrnrnDhaka-1205.",N/A,N/A,N/A,02-58610012-18. 02-58610027,+88 - 02 - 9662734,info@kayandque.com,http://www.kayandque.com,Mr. Sayed Ahmad,01313-093636,02-58610012-8 (Ext. 108),sayed.ahmad@multimodebd.com,1996,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",31.88,0.00,8.00,0.00,60.12,"Share Holding Percentage
                    [as on Sep 30, 2022]",31.77,0.00,7.74,0.00,60.49,"Share Holding Percentage
                    [as on Oct 31, 2022]",31.77,0.00,7.22,0.00,61.01,"TK 441,279,541 Revaluation Surplus has been added to Reserve."
Khan Brothers PP Woven Bag Industries Limited,N/A,https://www.dsebd.org/displayCompany.php?name=KBPPWBIL,KBPPWBIL,99639,N/A,N/A,N/A,13.80,3:10 PM,N/A,N/A,-100.00%,N/A,9.90 - 15.80,N/A,N/A,13.80,N/A,13.80,"1,353.502",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,500.00","18 Nov, 2014",980.80,Equity,10.0,1,"98,079,877",Miscellaneous,"KBG Tower (7th & 8th Floor), 15 DIT Road, Malibagh Chowdhurypara,  Dhaka-1219.",N/A,N/A,N/A,"8332069, 8332108, 8355726",8332576,info@kbgbd.com,http://www.kbgbd.com,Tapan Kumar Sarker,01611524105,"8332069, 8332108, 8355726       Ext-110",tkumar30@gmail.com,2014,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.13,0.00,30.23,0.00,39.64,"Share Holding Percentage
                    [as on Jul 31, 2022]",30.13,0.00,24.86,0.00,45.01,"Share Holding Percentage
                    [as on Aug 31, 2022]",30.13,0.00,28.71,0.00,41.16,"1. TK 88,999,254 Revaluation Reserve has been added to Reserve & Surplus."
KDS Accessories Limited,N/A,https://www.dsebd.org/displayCompany.php?name=KDSALTD,KDSALTD,13240,N/A,77.00,N/A,77.00,3:10 PM,77.00 - 77.60,0,0.00%,17.60,50.20 - 102.10,77.00,"228,273.00",77.00,353,77.00,"5,481.042",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,000.00","15 Oct, 2015",711.82,Equity,10.0,1,"71,182,361",Engineering,"191-192, Baizid Bostami Road, Nasirabad I/A, Chattogram-4210.","191-192, Baizid Bostami Road, Nasirabad I/A, Chattogram-4210 & 6, West Dogory, Mirzapur, Gazipur Sadar, Dhaka.",N/A,N/A,"031-681240-4, 031-681701-3, 031-685207-9",031-682137,accessories@kdsgroup.net,http://www.kdsaccessories.com,Mr. Manjure Khuda,+88 01777 775 343,"031-681701-3, 031-685207-9, Ext-152",manjure.khuda@kdsgroup.net,2015,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",72.87,0.00,7.90,0.00,19.23,"Share Holding Percentage
                    [as on Sep 30, 2022]",70.06,0.00,6.82,0.00,23.12,"Share Holding Percentage
                    [as on Oct 31, 2022]",64.64,0.00,9.70,0.00,25.66,"TK 214,391,703 Revaluation Reserve has been added to Reserve & Surplus."
Keya Cosmetics Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=KEYACOSMET,KEYACOSMET,18477,N/A,6.40,N/A,6.40,3:10 PM,6.40 - 6.40,0,0.00%,2.69,6.30 - 8.60,6.40,"420,123.00",6.40,49,6.40,"7,054.831",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,000.00",N/A,"11,023.20",Equity,10.0,1,"1,102,317,325",Pharmaceuticals & Chemicals,"Jarun, Konabari, Gazipur.",N/A,N/A,N/A,"01751 787781, '01998 008511",9297778,keyacosmetics@keya-bd.com,http://www.keyagroupbd.com,Md. Noor Hossain,01712675421,N/A,noorhossain@keya-bd.com,2001,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2020 (year ended)]",46.27,0.00,9.25,0.00,44.48,"Share Holding Percentage
                    [as on Aug 31, 2022]",46.27,0.00,9.85,0.00,43.88,"Share Holding Percentage
                    [as on Sep 30, 2022]",46.27,0.00,10.42,0.00,43.31,"TK 468,576 Revaluation Reserve has been added to Reserve & Surplus."
Kohinoor Chemicals Company (Bangladesh) Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=KOHINOOR,KOHINOOR,18463,N/A,N/A,N/A,455.90,3:10 PM,N/A,N/A,-100.00%,N/A,361.30 - 757.40,N/A,N/A,455.90,N/A,455.90,"11,639.520",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,255.31,Equity,10.0,1,"25,530,863",Pharmaceuticals & Chemicals,"36, Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208","36, Shahid Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208",N/A,N/A,"+88028870146, +88028870133",+88028870130 +88028891523,N/A,http://www.kohinoor-bd.com,"Mohd. Shamim Kabir, FCMA",+88 01730 075 382,"8891267-70, Ext-251",shamim.accounts@kccl-bd.com,1988,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",50.57,0.00,14.98,0.00,34.45,"Share Holding Percentage
                    [as on Sep 30, 2022]",50.57,0.00,13.94,0.02,35.47,"Share Holding Percentage
                    [as on Oct 31, 2022]",50.57,0.00,13.77,0.02,35.64,"TK 85,623,723 Revaluation Reserve has been added to Reserve & Surplus."
Khulna Power Company Limited,N/A,https://www.dsebd.org/displayCompany.php?name=KPCL,KPCL,15312,N/A,26.60,N/A,26.60,3:10 PM,26.60 - 26.60,0,0.00%,0.00,25.70 - 38.30,26.60,85.00,26.60,1,26.60,"10,571.191",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,000.00",N/A,"3,974.13",Equity,10.0,1,"397,413,179",Fuel & Power,"Landmark (3rd Floor), 12-14 Gulshan North C/A, Gulshan-2, Dhaka-1212",N/A,N/A,N/A,"58810932, 58810892, 58810868, 9844217",+88 - 02 - 9843989,"kpcl@khulnapower.com , share.kpcl@khulnapower.com",http://www.khulnapower.com,Md. Mozammel Hossain,+88 01841403333,"58810932, 58810892, 58810868, 9844217 Ext. 25",mozammel@khulnapower.com,2010,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",69.99,0.00,0.52,0.01,29.48,"Share Holding Percentage
                    [as on Sep 30, 2022]",69.99,0.00,8.80,0.18,21.03,"Share Holding Percentage
                    [as on Oct 31, 2022]",69.99,0.00,8.89,0.18,20.94,N/A
Khulna Printing & Packaging Limited,N/A,https://www.dsebd.org/displayCompany.php?name=KPPL,KPPL,19511,N/A,8.90,N/A,8.90,3:10 PM,8.90 - 8.90,0,0.00%,0.01,8.20 - 11.80,8.90,972.00,8.90,5,8.90,650.056,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00","18 Aug, 2014",730.40,Equity,10.0,1,"73,040,000",Paper & Printing,"Khulna mongla road, Katakhali, Shambagath, Post: lockpur, PS: Fakirhat, Dist: Bagerhat, Khulna.",N/A,N/A,N/A,"02222221176, 0466356016-7,0466356016-7",02222221176,kppl_07@yahoo.com,http://www.lockpurgroup.org,Md. Milan Khan,01733909666,N/A,mdmilankhan12@gmail.com,2014,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",39.76,0.00,15.60,0.00,44.64,"Share Holding Percentage
                    [as on Sep 30, 2022]",39.76,0.00,1.22,0.00,59.02,"Share Holding Percentage
                    [as on Oct 31, 2022]",39.76,0.00,1.11,0.00,59.13,N/A
Kattali Textile Limited,N/A,https://www.dsebd.org/displayCompany.php?name=KTL,KTL,17480,N/A,N/A,N/A,23.70,3:10 PM,N/A,N/A,-100.00%,N/A,22.30 - 41.00,N/A,N/A,23.70,N/A,23.70,"2,756.433",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,500.00","12 Nov, 2018","1,163.05",Equity,10.0,1,"116,305,200",Textile,"BM Heights (8th Floor), 318, Sk. Mujib Road, Badamtali, Agrabad, Chattogram.",N/A,N/A,N/A,"031-2511654, 031-2770044",031-2511654,ktltd1947@gmail.com,http://www.ktlbd.com,Sattabrata Das,01726735408,031-2511654,sattal3514@gmail.com,2018,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.32,0.00,21.62,0.12,47.94,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.32,0.00,23.06,0.21,46.41,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.32,0.00,23.06,0.21,46.41,N/A
LankaBangla Finance Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=LANKABAFIN,LANKABAFIN,11135,N/A,26.00,N/A,26.00,3:10 PM,26.00 - 26.00,0,0.00%,0.16,25.40 - 41.90,26.00,"6,254.00",26.00,9,26.00,"14,009.804",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,000.00",N/A,"5,388.39",Equity,10.0,1,"538,838,623",Financial Institutions,"Safura Tower (level-11), 20 Kemal Ataturk Avenue, Banani, Dhaka-1213",N/A,N/A,N/A,+88 02 222283701-10,+88 02 58810998,mostafa@lankabangla.com,http://www.lankabangla.com,Mr. Mostafa Kamal FCA,+88 01313 795833,+88 02 222283701-10 (Ext. 404),mostafa@lankabangla.com,2006,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",33.56,0.00,20.96,0.86,44.62,"Share Holding Percentage
                    [as on Sep 30, 2022]",33.56,0.00,22.51,0.67,43.26,"Share Holding Percentage
                    [as on Oct 31, 2022]",33.55,0.00,22.45,0.67,43.33,N/A
Legacy Footwear Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=LEGACYFOOT,LEGACYFOOT,23636,N/A,N/A,N/A,58.70,3:10 PM,N/A,N/A,-100.00%,N/A,52.50 - 72.90,N/A,N/A,58.70,N/A,58.70,767.795,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,750.00,N/A,130.80,Equity,10.0,1,"13,079,980",Tannery Industries,"House # 133 (Gr. Floor), Lane # 01 (West Side), DOHS Baridhara, Dhaka-1206","Vill : Vannara, P.O : Mouchak, P.S : Kaliakoir, Dist : Gazipur.",N/A,N/A,02-8415983,88 - 02 - 8415983,legacyfl@hotmail.com,http://www.legacyfootwearltd.com,Md. Abdul Baten Bhuiyan (c.c),+88 01710 839 901,N/A,legacyfl@hotmail.com,2000,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.00,0.00,10.97,0.00,59.03,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.00,0.00,13.48,0.00,56.52,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.00,0.00,13.46,0.00,56.54,"TK 63,360,291 Revaluation Reserve has been added to Reserve & Surplus."
LafargeHolcim Bangladesh Limited,N/A,https://www.dsebd.org/displayCompany.php?name=LHBL,LHBL,21643,N/A,66.50,N/A,66.50,3:10 PM,65.90 - 67.10,0.5,0.76%,73.21,59.70 - 85.40,66.40,"1,101,158.00",66.00,"1,355",66.00,"76,650.651",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"14,000.00",N/A,"11,613.70",Equity,10.0,1,"1,161,373,500",Cement,"NinaKabbo, Level-7, 227/A Bir Uttam Mir Shawkat Sarak (Gulshan Tejgaon Link Road) Tejgaon, Dhaka 1208, Bangladesh","Noarai, Chattak, Sunamgonj",N/A,N/A,"+ 88 02 222281002, 222286393 Ext.-503 &506, +88 01713044429 (Share office)",+ 88 02 222286394,info.cs@lafargeholcim.com,http://www.lafargeholcim.com.bd,Mr. Kazi Mizanur Rahman,+88 01713 043 635,"222281002, 222286393 Ext. 501",mizanur.rahman@lafargeholcim.com,2003,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",64.68,0.00,15.91,0.69,18.72,"Share Holding Percentage
                    [as on Sep 30, 2022]",64.68,0.00,16.86,0.64,17.82,"Share Holding Percentage
                    [as on Oct 31, 2022]",64.15,0.00,17.40,0.64,17.81,N/A
Libra Infusions Limited,N/A,https://www.dsebd.org/displayCompany.php?name=LIBRAINFU,LIBRAINFU,18471,N/A,N/A,N/A,883.60,3:10 PM,N/A,N/A,-100.00%,N/A,"731.00 - 1,159.50",N/A,N/A,883.60,N/A,883.60,"1,327.097",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100.00,N/A,15.02,Equity,10.0,1,"1,501,920",Pharmaceuticals & Chemicals,"I/7, Mirpur I/E (Rupnogor), Section # 2, Mirpur Dhaka - 1216.",N/A,N/A,N/A,"48040254-5, 48031487, 48032812-3",+88-02-58055489,libra@libragroupbd.com,http://www.libragroupbd.com,Md. Shafiqul Islam Bhuyan,01972-482304,"48040254-5,   137",cs@libragroupbd.com,1994,B,Y,"Share Holding Percentage
                    [as on Jun 30, 2020 (year ended)]",34.43,0.00,6.30,0.00,59.27,"Share Holding Percentage
                    [as on Sep 30, 2022]",34.43,0.00,13.09,0.00,52.48,"Share Holding Percentage
                    [as on Oct 31, 2022]",34.43,0.00,13.12,0.00,52.45,"Tk 1,779,349,661 has been added to shareholders equity representing Revaluation Surplus."
Linde Bangladesh Limited,N/A,https://www.dsebd.org/displayCompany.php?name=LINDEBD,LINDEBD,15301,N/A,"1,397.70",N/A,"1,397.70",3:10 PM,"1,397.70 - 1,397.70",0,0.00%,0.05,"1,366.10 - 1,979.80","1,397.70",32.00,"1,397.70",11,"1,397.70","21,270.618",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200.00,N/A,152.18,Equity,10.0,1,"15,218,300",Fuel & Power,"285, Tejgaon I/A, Dhaka - 1208",N/A,N/A,N/A,+8802.8870322-7,+8802.8870336,info.bd@linde.com,http://www.linde.com.bd,Mr. Abu Mohammad Nisar,+8801713038837,+8802.8870322-7 (205-Extn),abu.nisar@linde.com,1976,A,Y,"Share Holding Percentage
                    [as on Dec 31, 2021 (year ended)]",60.00,0.00,28.50,0.50,11.00,"Share Holding Percentage
                    [as on Sep 30, 2022]",60.00,0.00,28.80,0.00,11.20,"Share Holding Percentage
                    [as on Oct 31, 2022]",60.00,0.00,28.80,0.00,11.20,N/A
Taufika Foods and Lovello Ice-cream PLC,N/A,https://www.dsebd.org/displayCompany.php?name=LOVELLO,LOVELLO,14296,N/A,37.90,N/A,37.90,3:10 PM,37.90 - 37.90,0,0.00%,0.76,31.60 - 54.00,37.90,"20,021.00",37.90,55,37.90,"3,221.500",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000.00","10 Feb, 2021",850.00,Equity,10.0,1,"85,000,000",Food & Allied,"Plot: 80, Road: 02, Banani (Chairman Bari), Banani, Dhaka- 1213","Bashile, Kathali, 6 No. Valuka Union Parishad, Valuka, Mymensingh",N/A,N/A,02-9841286-8,02-9841289,lovello@lovello.club,http://www.taufikagroup.com,A.K.M Zakaria Hossain FCMA,+88 01841 102 545,02-9841286-8,zakaria@lovello.club,2021,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",58.24,0.00,5.52,0.00,36.24,"Share Holding Percentage
                    [as on Sep 30, 2022]",44.65,0.00,25.25,0.00,30.10,"Share Holding Percentage
                    [as on Oct 31, 2022]",44.65,0.00,21.37,0.00,33.98,N/A
Lub-rref (Bangladesh) Limited,N/A,https://www.dsebd.org/displayCompany.php?name=LRBDL,LRBDL,15323,N/A,35.60,N/A,35.60,3:10 PM,35.10 - 35.90,0.5,1.42%,38.70,30.40 - 55.00,35.10,"1,091,989.00",35.10,"1,153",35.10,"5,098.034",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,500.00","09 Mar, 2021","1,452.43",Equity,10.0,1,"145,243,144",Fuel & Power,"B-6 (Part) 9-10 & 23-24, BSCIC Industrial Estate, Block-A, Post Office: Custom Academy Sagarika Road, Chittagong -4219","B-6 (Part) 9-10 & 23-24, BSCIC Industrial Estate, Block-A, Post Office: Custom Academy Sagarika Road, Chittagong -4219",N/A,N/A,"'02-43151995, 02-43150036",'02-43151091,info@lub-rref.com,http://www.lub-rref.com,"Md. Moshihor Rahman, ACS",+88 01977 266 193,"'02-43151995, 02-43150036. Ext.118",cs@lub-rref.com,2021,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",35.70,0.00,21.21,0.04,43.06,"Share Holding Percentage
                    [as on Sep 30, 2022]",35.70,0.00,24.60,0.06,39.64,"Share Holding Percentage
                    [as on Oct 31, 2022]",35.70,0.00,26.07,0.06,38.17,"TK 592,002,832 Revaluation Reserve has been added Reserve & Surplus."
LR Global Bangladesh Mutual Fund One,N/A,https://www.dsebd.org/displayCompany.php?name=LRGLOBMF1,LRGLOBMF1,12188,N/A,6.40,N/A,6.40,3:10 PM,6.40 - 6.40,0,0.00%,1.32,6.30 - 7.20,6.40,"205,831.00",6.40,45,6.40,"1,990.914",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,110.80",Corporate Bond,10.0,1,"311,080,332",Mutual Funds,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",N/A,N/A,N/A,"+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188",(+8802) 9895689,info@lrglobalbd.com,http://www.lrglobalbd.com,N/A,N/A,N/A,N/A,2011,A,Y,"Share Holding Percentage
                    [as on Sep 30, 2021 (year ended)]",14.10,0.00,63.18,5.81,16.91,"Share Holding Percentage
                    [as on Sep 30, 2022]",13.57,0.00,58.19,3.28,24.96,"Share Holding Percentage
                    [as on Oct 31, 2022]",13.57,0.00,58.14,1.64,26.65,N/A
Maksons Spinning Mills Limited,N/A,https://www.dsebd.org/displayCompany.php?name=MAKSONSPIN,MAKSONSPIN,17448,N/A,22.30,N/A,22.30,3:10 PM,22.30 - 22.30,0,0.00%,0.79,21.10 - 31.10,22.30,"35,279.00",22.30,32,22.30,"5,312.586",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,000.00",N/A,"2,382.33",Equity,10.0,1,"238,232,538",Textile,"House No. # 17, Road No. # 6, Sector # 1, Uttara , Dhaka-1230.",N/A,N/A,N/A,"8933612 ,8933613",8933656,noor@maksonsgroup.com.bd,http://www.maksonsgroup.com.bd,Noor Mohammad,01841166214,"8933612 ,8933613",noor@maksonsgroup.com.bd,2009,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",30.00,0.00,15.10,0.00,54.90,"Share Holding Percentage
                    [as on Sep 30, 2022]",30.00,0.00,8.49,0.00,61.51,"Share Holding Percentage
                    [as on Oct 31, 2022]",30.00,0.00,6.57,0.00,63.43,N/A
Malek Spinning Mills Ltd.,N/A,https://www.dsebd.org/displayCompany.php?name=MALEKSPIN,MALEKSPIN,17451,N/A,27.10,N/A,27.10,3:10 PM,27.10 - 27.10,0,0.00%,0.12,24.70 - 44.10,27.10,"4,384.00",27.10,11,27.10,"5,246.560",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,000.00",N/A,"1,936.00",Equity,10.0,1,"193,600,000",Textile,"Tower 117, 117/A, Tejgaon Industrial Area, Dhaka","Shafipur,  Upozilla: Kaliakoir, District: Gazipur, Bangladesh",N/A,N/A,"+8809612111177-92, +880-2-8878062, +880-2-8878065",+880-2-8878064,allabj@newasiabd.com,http://www.malekspinning.com,Mr. Syed Saiful Haque,+88 01709 998 863,"+8809612111177-92 Ext.-184, +880-2-8878062, +880-2-8878065",cs@malekspinning.com,2010,A,Y,"Share Holding Percentage
                    [as on Jun 30, 2021 (year ended)]",47.34,0.00,23.36,0.00,29.30,"Share Holding Percentage
                    [as on Sep 30, 2022]",47.34,0.00,14.03,0.00,38.63,"Share Holding Percentage
                    [as on Oct 31, 2022]",47.34,0.00,13.71,0.00,38.95,"TK 3,467,782,367 Revaluation Surplus has been added To Reserve & Surplus."
